driver_id,gender,age,education_level,city,joining_date,joining_designation
818,1,31,2,C22,2019-08-08,2
819,0,39,1,C15,2013-01-11,2
820,0,38,2,C14,2018-05-23,1
821,1,28,2,C12,2015-08-16,1
822,1,31,0,C23,2019-07-20,1
824,1,40,0,C9,2020-12-14,1
825,1,36,2,C6,2020-11-12,3
826,0,27,0,C24,2018-09-05,1
827,0,32,2,C28,2019-12-13,2
828,0,33,0,C21,2020-02-01,3
829,1,37,0,C15,2019-09-06,3
830,0,26,2,C3,2018-07-20,1
831,0,31,2,C2,2019-07-21,1
832,1,40,0,C16,2018-03-06,1
834,0,36,1,C20,2020-07-12,3
835,0,28,1,C26,2019-12-12,2
836,0,41,0,C29,2018-01-30,2
838,1,41,2,C11,2018-03-10,1
839,0,47,0,C16,2019-08-08,2
840,1,39,0,C8,2014-11-07,1
841,1,33,1,C20,2020-09-08,2
842,0,36,1,C18,2015-07-26,1
843,1,28,1,C15,2018-02-20,1
844,0,30,0,C26,2019-08-15,1
845,0,46,1,C28,2020-05-30,2
847,0,29,1,C12,2019-09-26,2
848,1,28,1,C28,2020-11-02,2
849,1,33,1,C20,2020-10-07,3
850,0,35,2,C1,2015-06-21,2
851,0,34,1,C13,2018-11-30,1
852,0,23,1,C21,2020-04-04,2
853,1,33,0,C13,2020-08-15,2
855,0,35,0,C17,2020-09-05,2
856,1,36,0,C22,2016-04-26,1
858,0,37,1,C21,2020-05-17,2
859,0,23,2,C17,2019-05-01,1
860,0,38,0,C20,2018-03-07,1
863,1,31,2,C29,2019-08-24,1
864,1,36,1,C27,2019-06-20,2
865,1,30,2,C10,2020-07-06,3
866,0,46,0,C2,2019-09-02,1
867,1,30,0,C1,2020-09-28,2
868,1,24,0,C28,2018-07-12,2
869,0,36,0,C8,2018-08-12,1
870,1,35,1,C29,2015-07-23,1
871,1,37,0,C27,2020-01-20,2
872,0,32,2,C28,2018-10-16,1
873,1,32,2,C28,2019-03-23,1
874,0,37,0,C24,2020-04-14,3
875,1,36,1,C4,2020-08-14,3
876,1,22,0,C25,2018-07-07,1
877,0,32,0,C21,2018-08-08,2
879,0,38,0,C8,2018-03-07,1
881,0,32,0,C16,2018-04-06,2
882,0,29,0,C13,2013-12-10,2
883,0,32,0,C27,2018-10-19,1
885,1,38,2,C21,2020-09-10,2
886,1,36,2,C2,2018-09-23,1
887,0,24,1,C14,2019-05-11,1
888,0,30,1,C1,2018-06-16,1
889,0,31,1,C28,2020-06-28,3
890,1,32,0,C5,2017-08-07,1
892,1,34,0,C3,2017-10-09,2
893,1,49,0,C10,2016-05-27,1
894,0,36,0,C28,2019-05-01,3
895,0,30,2,C14,2019-09-13,1
896,1,32,2,C18,2018-08-21,1
897,0,51,1,C4,2018-10-29,1
899,0,29,0,C20,2018-06-16,1
901,1,31,1,C8,2018-07-11,2
902,0,28,1,C28,2020-04-09,2
904,1,39,1,C26,2018-05-06,3
905,0,31,0,C1,2020-07-31,2
906,1,34,1,C18,2019-08-30,3
907,1,35,1,C20,2019-08-08,1
908,0,45,1,C4,2018-10-21,1
909,0,48,1,C19,2018-11-07,2
910,0,35,2,C2,2018-09-21,1
912,0,38,0,C8,2019-12-14,3
913,0,30,1,C26,2020-12-15,3
914,1,26,2,C5,2019-12-09,1
915,0,46,0,C2,2016-01-28,1
916,0,25,0,C15,2019-01-09,1
917,0,24,2,C22,2019-05-30,1
918,1,25,2,C4,2020-08-30,1
919,1,28,2,C13,2020-07-08,2
920,0,30,0,C1,2019-10-14,2
921,1,34,2,C11,2019-11-14,2
922,1,34,1,C25,2018-10-19,1
923,1,31,2,C29,2020-02-01,2
924,0,24,2,C24,2018-08-05,2
926,0,47,0,C4,2016-07-01,1
927,0,28,2,C29,2020-04-05,1
928,1,32,0,C2,2020-01-20,3
929,0,31,1,C4,2018-07-14,2
930,1,37,2,C7,2018-10-16,1
931,1,28,0,C12,2019-01-11,3
933,1,35,1,C19,2019-07-11,3
935,1,38,0,C20,2018-10-22,1
936,0,26,2,C3,2020-05-09,1
937,0,32,0,C13,2018-07-05,1
938,1,34,2,C4,2020-04-03,3
939,1,44,0,C22,2015-07-30,1
940,1,23,2,C22,2020-01-05,1
941,1,35,1,C14,2020-08-05,3
942,0,29,2,C28,2020-02-13,2
943,0,51,0,C22,2018-09-29,1
944,1,36,0,C20,2017-11-07,1
945,1,38,2,C3,2015-05-29,2
946,0,42,1,C22,2016-04-25,1
947,1,29,1,C6,2020-12-04,3
948,1,35,2,C12,2019-09-01,1
949,1,25,2,C24,2020-05-23,1
951,0,40,0,C13,2019-10-31,3
952,0,37,0,C18,2020-11-28,1
953,0,25,0,C13,2019-01-06,1
954,0,29,0,C13,2014-08-29,1
955,0,33,2,C10,2020-03-30,3
956,0,28,1,C22,2019-10-19,2
958,0,35,0,C22,2020-05-06,2
959,1,33,1,C17,2020-07-31,3
960,1,39,2,C3,2020-12-06,3
961,1,42,2,C26,2018-12-14,1
962,0,37,1,C9,2018-08-12,1
963,0,40,1,C16,2020-10-30,1
964,0,30,0,C8,2019-11-07,2
965,0,42,2,C20,2016-05-13,1
967,0,45,2,C11,2018-05-10,2
968,0,26,1,C4,2018-09-17,1
970,0,38,0,C4,2020-09-28,3
971,0,26,2,C29,2018-11-30,3
972,0,52,0,C1,2016-01-25,1
973,0,45,0,C22,2015-07-23,1
974,1,23,1,C8,2018-03-08,1
975,1,38,1,C7,2019-09-22,1
977,1,30,1,C16,2019-04-10,1
978,0,32,2,C12,2019-05-01,2
979,1,28,2,C23,2019-07-21,1
980,0,35,2,C27,2020-09-28,2
981,1,39,0,C14,2020-06-30,3
982,0,31,1,C12,2020-07-31,3
984,0,28,2,C22,2018-05-20,1
985,0,27,1,C25,2016-11-12,1
988,0,35,1,C10,2020-04-08,3
990,1,41,1,C17,2015-06-12,1
991,0,30,1,C23,2020-04-01,2
992,0,45,1,C7,2019-07-20,1
994,0,32,2,C20,2017-12-25,2
995,0,31,1,C17,2016-01-05,1
996,0,37,2,C6,2018-05-18,1
997,0,27,0,C14,2017-10-21,2
998,0,32,0,C19,2018-02-06,1
999,1,23,1,C20,2020-05-05,2
1000,1,27,2,C3,2019-11-28,1
1001,1,37,2,C25,2018-12-01,2
1002,0,29,0,C3,2018-12-28,1
1003,0,28,0,C18,2018-08-24,1
1004,0,31,0,C14,2018-11-18,2
1005,1,30,0,C8,2018-10-08,1
1007,0,30,2,C20,2020-03-05,2
1008,0,23,1,C27,2019-11-29,1
1009,1,40,0,C19,2019-08-29,3
1010,1,33,1,C27,2013-09-27,1
1011,0,30,2,C12,2020-11-07,2
1012,0,39,0,C8,2020-06-24,3
1013,1,28,2,C14,2019-08-29,1
1014,0,26,0,C2,2020-09-28,3
1015,0,32,2,C9,2020-03-08,3
1016,1,47,2,C12,2015-10-15,1
1017,1,41,2,C14,2015-09-17,2
1019,1,32,2,C19,2020-09-27,2
1020,0,38,1,C24,2019-12-07,3
1021,0,37,0,C29,2020-06-20,1
1023,0,27,2,C26,2019-12-24,3
1024,1,27,2,C19,2020-09-05,1
1026,0,27,2,C4,2020-11-17,1
1027,1,25,1,C19,2019-05-08,1
1028,0,26,2,C15,2020-06-14,2
1029,0,24,0,C17,2020-12-18,1
1030,0,28,2,C2,2018-09-22,1
1031,0,43,1,C7,2014-07-11,2
1032,0,30,0,C7,2020-07-31,1
1033,0,27,0,C12,2019-11-16,1
1035,1,36,2,C7,2018-08-18,2
1036,1,39,2,C17,2020-04-20,3
1037,1,35,2,C10,2016-04-27,1
1038,0,31,1,C4,2019-11-11,3
1039,0,43,1,C26,2015-05-07,2
1040,0,32,2,C11,2019-08-09,2
1041,1,38,1,C18,2020-06-19,3
1043,0,32,1,C12,2015-05-14,2
1046,0,33,2,C2,2013-11-10,2
1048,1,37,2,C1,2020-07-17,2
1049,0,27,2,C26,2018-09-05,1
1050,1,30,1,C28,2018-07-01,1
1051,1,32,2,C5,2016-04-30,1
1054,1,36,1,C2,2020-09-08,3
1055,0,33,2,C6,2018-05-26,2
1056,0,32,2,C5,2020-11-09,2
1057,0,32,1,C29,2019-12-11,3
1058,1,36,0,C7,2019-12-30,2
1059,0,28,2,C2,2018-07-13,1
1060,0,32,1,C29,2019-08-18,2
1061,0,26,1,C10,2019-12-27,1
1062,1,29,0,C5,2020-03-30,2
1063,0,36,2,C20,2019-11-30,3
1064,0,33,0,C27,2019-07-18,3
1065,0,46,2,C4,2013-09-27,2
1066,0,28,0,C29,2020-09-15,1
1067,0,40,2,C6,2016-04-25,1
1069,1,36,0,C6,2018-10-12,2
1070,0,33,2,C8,2020-02-06,3
1072,0,26,2,C16,2016-11-21,1
1073,0,26,1,C20,2020-07-31,1
1075,0,39,1,C14,2018-07-27,2
1076,0,29,1,C13,2019-11-30,1
1077,1,24,0,C3,2018-05-27,1
1078,0,37,0,C25,2020-02-05,3
1079,0,40,0,C20,2020-06-28,3
1080,0,35,1,C9,2018-10-22,1
1081,1,24,2,C5,2018-05-14,1
1082,1,34,1,C27,2020-04-14,2
1083,1,26,1,C28,2019-10-28,1
1084,0,29,2,C1,2019-01-13,1
1085,1,35,2,C3,2018-10-10,2
1086,0,34,1,C25,2020-08-31,2
1087,0,35,0,C3,2020-07-31,3
1089,0,37,2,C11,2020-05-04,1
1090,0,37,0,C13,2014-06-27,2
1091,1,30,2,C22,2018-03-01,1
1092,1,29,0,C16,2018-10-02,1
1093,0,35,1,C1,2015-07-23,1
1094,1,40,0,C8,2018-01-08,2
1095,1,23,2,C20,2018-09-05,1
1096,0,26,0,C14,2020-05-22,2
1097,0,34,1,C5,2020-07-18,2
1098,0,40,1,C10,2020-05-29,3
1099,1,32,0,C3,2020-02-08,2
1101,0,32,2,C25,2018-09-09,1
1102,0,31,2,C7,2020-07-13,3
1103,0,26,2,C1,2020-07-08,1
1104,1,32,2,C7,2020-01-06,3
1105,0,42,0,C6,2018-02-06,1
1106,0,35,1,C21,2016-01-29,1
1107,0,39,2,C20,2020-11-21,3
1108,0,32,1,C15,2018-10-22,1
1109,1,35,0,C27,2015-03-12,1
1110,0,26,1,C18,2019-08-12,1
1111,0,38,2,C28,2013-02-06,3
1112,1,38,2,C13,2018-09-28,1
1113,0,35,2,C9,2019-10-10,1
1114,1,34,1,C9,2020-01-08,3
1115,0,31,2,C16,2020-09-28,2
1116,0,34,1,C17,2020-07-31,2
1117,0,34,2,C26,2018-05-08,2
1118,0,29,0,C7,2020-07-31,2
1119,1,28,1,C21,2019-11-16,1
1122,0,30,1,C18,2019-11-10,3
1123,1,42,1,C20,2016-04-30,1
1125,1,34,0,C18,2020-09-28,3
1126,0,38,1,C25,2020-04-17,2
1129,0,32,0,C6,2018-04-06,1
1130,0,26,1,C4,2019-10-31,1
1131,1,24,0,C19,2018-07-05,1
1133,1,32,2,C27,2020-11-02,1
1134,0,33,1,C19,2019-02-08,3
1136,1,35,0,C17,2018-11-30,2
1137,0,33,1,C21,2020-08-17,3
1138,0,31,2,C24,2020-05-29,3
1139,1,33,0,C25,2018-11-11,1
1140,0,25,1,C29,2018-01-08,1
1141,1,37,2,C8,2018-09-15,3
1143,0,32,2,C29,2018-05-14,1
1144,0,33,2,C4,2020-01-05,2
1145,0,31,2,C20,2020-11-28,2
1146,0,34,1,C26,2020-01-30,2
1147,1,35,0,C29,2015-10-15,2
1149,1,35,1,C28,2020-03-29,3
1150,1,34,2,C1,2020-03-13,2
1151,0,33,0,C8,2019-08-29,4
1152,1,33,0,C23,2019-05-01,2
1153,1,34,2,C9,2020-03-11,3
1154,0,33,0,C12,2018-11-24,1
1155,1,24,2,C16,2018-06-11,1
1156,0,31,1,C27,2018-09-17,1
1157,0,31,2,C3,2020-07-12,1
1158,1,32,1,C24,2019-05-08,3
1159,0,34,2,C10,2020-07-08,3
1160,0,28,0,C7,2020-02-21,1
1161,0,28,1,C12,2017-08-02,1
1162,0,36,2,C21,2020-12-14,3
1163,1,24,0,C8,2018-09-15,1
1164,1,32,2,C7,2017-04-08,1
1165,1,37,1,C16,2018-01-10,1
1166,0,35,1,C10,2020-07-08,1
1167,0,28,0,C23,2017-08-25,1
1169,0,32,1,C21,2020-07-31,3
1172,0,28,1,C9,2019-01-12,2
1173,0,39,2,C22,2016-06-05,1
1175,1,41,2,C27,2017-06-12,1
1177,0,25,0,C27,2019-01-11,1
1178,0,41,1,C16,2020-09-03,3
1179,1,50,1,C18,2017-01-13,1
1180,1,33,1,C16,2020-06-14,2
1181,1,32,1,C22,2015-05-11,1
1182,0,38,0,C24,2020-08-06,3
1183,0,34,0,C12,2020-01-30,3
1185,0,27,2,C24,2018-10-02,1
1186,1,30,1,C27,2018-02-13,2
1187,1,30,2,C8,2019-07-29,3
1188,1,31,0,C8,2013-03-05,2
1189,0,26,1,C19,2020-04-17,1
1190,0,28,0,C1,2020-04-10,2
1191,0,35,2,C7,2017-06-23,1
1192,1,24,2,C5,2019-11-07,1
1193,0,29,2,C28,2019-11-15,2
1194,1,24,0,C15,2020-12-13,2
1195,1,33,1,C27,2020-12-18,2
1196,0,25,0,C23,2018-11-30,2
1197,1,22,0,C6,2019-06-21,1
1198,0,32,2,C4,2020-08-14,2
1199,0,24,0,C28,2020-09-28,1
1200,0,38,1,C20,2020-01-05,3
1201,0,42,2,C22,2020-11-20,2
1202,1,30,2,C10,2018-06-15,2
1203,0,27,1,C22,2020-02-08,2
1204,0,36,0,C18,2018-05-13,1
1205,0,27,1,C14,2018-07-21,2
1206,1,41,1,C15,2019-06-28,2
1207,0,28,0,C24,2020-12-04,2
1208,0,30,2,C10,2019-08-01,1
1209,0,35,1,C21,2020-11-30,3
1210,0,37,0,C25,2020-12-19,2
1211,1,27,2,C1,2020-06-22,3
1212,0,26,0,C9,2018-05-16,1
1213,0,47,2,C7,2018-07-09,1
1214,0,37,2,C20,2020-01-08,2
1215,0,26,0,C28,2020-05-29,1
1216,0,30,1,C1,2019-08-13,1
1217,0,38,2,C5,2019-01-08,1
1218,0,27,1,C12,2019-10-13,2
1219,1,22,0,C20,2019-10-25,1
1220,1,37,2,C29,2019-11-15,3
1222,1,32,2,C20,2019-07-13,2
1223,0,28,2,C14,2020-01-16,2
1224,0,33,2,C28,2019-03-09,3
1225,1,28,1,C11,2016-04-25,1
1226,0,32,0,C7,2018-05-13,1
1227,1,33,2,C12,2020-11-30,2
1228,0,32,1,C9,2019-08-09,1
1229,0,34,0,C17,2017-12-17,1
1230,1,35,2,C8,2020-01-05,3
1231,1,44,2,C7,2020-07-31,3
1232,0,29,2,C27,2015-05-31,2
1233,1,31,1,C5,2019-06-20,2
1234,0,36,1,C28,2018-06-29,1
1235,0,33,0,C3,2019-08-12,1
1236,0,41,1,C10,2016-11-14,1
1238,0,27,0,C12,2015-11-26,2
1239,1,23,2,C3,2018-10-03,1
1242,1,43,2,C24,2020-10-02,3
1243,1,38,2,C27,2016-07-18,1
1244,1,35,0,C10,2020-05-19,2
1245,0,31,1,C20,2020-03-07,2
1246,1,30,1,C11,2018-11-18,1
1247,0,31,0,C29,2019-01-12,1
1248,1,35,1,C27,2019-07-25,1
1249,0,22,1,C5,2020-01-14,1
1250,1,39,2,C14,2018-05-22,1
1251,1,37,1,C25,2019-04-07,3
1252,1,23,0,C6,2020-05-30,2
1255,0,41,0,C2,2020-04-24,3
1258,1,29,0,C23,2019-07-21,2
1259,0,37,1,C21,2018-07-05,1
1260,1,31,0,C17,2018-12-28,1
1261,0,28,0,C17,2016-11-25,2
1262,0,31,0,C20,2018-06-16,2
1263,0,37,1,C16,2019-12-12,2
1264,1,27,2,C19,2016-04-29,1
1265,0,33,0,C7,2018-06-24,1
1267,0,29,2,C19,2019-10-31,1
1268,0,38,2,C26,2020-01-09,2
1269,1,36,0,C2,2016-04-27,1
1271,1,37,0,C12,2018-08-31,5
1272,1,32,1,C20,2020-07-18,2
1273,1,32,2,C11,2020-07-12,2
1274,0,52,2,C15,2018-08-06,1
1275,1,30,0,C18,2018-09-23,1
1276,0,36,1,C22,2019-10-21,1
1277,0,32,1,C22,2019-06-05,2
1278,0,31,2,C5,2020-11-04,3
1279,1,24,1,C3,2018-10-26,1
1280,1,41,1,C20,2018-10-10,3
1281,0,29,0,C10,2019-08-29,3
1283,1,27,0,C7,2019-07-30,2
1284,1,27,1,C2,2019-11-14,1
1285,0,30,2,C12,2018-10-27,2
1286,0,34,0,C15,2020-02-10,3
1287,1,26,1,C7,2018-05-28,1
1288,0,33,1,C20,2019-05-10,3
1289,0,35,2,C1,2018-05-30,1
1290,1,35,2,C24,2019-08-15,1
1294,0,23,2,C20,2020-09-28,3
1295,0,31,2,C23,2016-04-29,1
1296,0,25,2,C19,2018-06-06,1
1297,1,37,1,C20,2018-07-12,1
1298,1,35,1,C28,2019-04-07,2
1300,0,35,2,C19,2019-02-11,1
1301,0,32,1,C7,2019-11-07,2
1303,1,33,2,C26,2019-10-26,2
1304,1,26,1,C21,2019-07-30,1
1305,1,25,0,C24,2018-08-10,1
1306,1,35,0,C15,2018-05-22,1
1307,0,35,0,C17,2019-04-05,3
1308,0,36,0,C29,2019-05-09,3
1309,0,33,1,C11,2019-04-04,3
1312,1,21,0,C6,2018-05-30,1
1314,0,28,2,C13,2018-05-20,1
1315,0,33,1,C6,2019-04-25,2
1316,1,33,1,C28,2018-10-23,2
1318,0,29,2,C8,2019-08-16,3
1319,1,39,2,C5,2020-01-19,1
1320,0,36,2,C22,2020-02-01,2
1321,0,34,0,C20,2020-05-22,2
1322,0,28,1,C2,2020-09-28,2
1323,1,43,1,C6,2019-04-08,1
1324,0,38,1,C22,2020-11-28,3
1325,0,34,2,C25,2020-04-09,3
1326,1,27,1,C20,2019-10-14,1
1327,1,38,0,C29,2019-06-20,1
1328,1,26,1,C4,2020-11-29,1
1329,0,31,2,C29,2018-10-09,1
1330,1,45,0,C3,2017-11-07,1
1331,1,39,1,C7,2018-09-29,1
1333,1,34,2,C11,2020-09-28,2
1334,0,38,1,C19,2019-07-18,4
1335,0,32,2,C18,2015-08-13,2
1336,0,28,2,C29,2020-05-29,3
1337,1,50,1,C10,2015-07-23,2
1338,0,33,0,C28,2020-01-02,3
1339,0,30,0,C5,2019-10-25,1
1340,0,32,1,C15,2018-11-18,2
1341,0,35,0,C21,2020-07-31,3
1342,1,32,0,C20,2019-11-24,2
1343,1,35,1,C26,2013-01-10,2
1345,0,28,0,C29,2020-07-18,2
1347,0,31,0,C25,2019-05-27,2
1348,0,36,2,C25,2019-06-23,2
1349,0,32,0,C4,2017-08-19,1
1350,0,39,0,C15,2018-12-06,2
1351,0,27,0,C8,2020-07-11,2
1352,0,33,1,C15,2020-01-08,2
1353,0,44,0,C12,2018-09-06,2
1354,1,33,2,C20,2018-09-10,2
1356,1,30,2,C11,2019-08-08,2
1357,0,38,2,C29,2020-01-13,3
1358,0,32,1,C22,2020-05-12,2
1359,0,31,2,C1,2019-05-07,2
1360,0,32,0,C20,2019-11-30,4
1361,0,39,2,C17,2018-11-21,1
1362,0,29,1,C20,2019-09-28,2
1363,1,44,0,C19,2015-07-26,2
1364,1,42,1,C12,2020-11-04,3
1365,0,29,2,C18,2019-05-25,1
1366,0,38,0,C22,2020-09-19,2
1369,1,28,0,C10,2018-01-01,1
1370,1,35,2,C22,2018-05-22,1
1371,0,25,0,C26,2018-06-27,1
1372,1,30,2,C21,2020-07-17,1
1373,0,33,2,C26,2019-06-06,2
1374,0,32,1,C5,2018-09-06,1
1375,1,47,2,C1,2018-09-21,1
1376,0,23,2,C23,2018-09-07,1
1378,1,27,0,C28,2020-11-07,2
1379,0,29,0,C1,2020-03-11,2
1380,1,28,1,C17,2018-10-30,2
1381,1,41,2,C9,2020-02-10,3
1382,1,32,2,C16,2019-05-07,3
1383,0,28,0,C19,2019-02-08,2
1384,0,33,0,C20,2015-10-25,1
1385,1,31,0,C23,2020-04-27,3
1386,1,27,2,C26,2019-06-25,1
1387,0,35,2,C15,2019-07-21,2
1388,0,32,0,C26,2018-12-24,2
1390,0,50,0,C15,2016-11-28,2
1392,1,40,1,C13,2013-12-08,1
1393,0,30,2,C3,2020-06-22,2
1394,0,36,1,C25,2018-09-17,2
1395,1,46,2,C5,2019-02-08,1
1396,0,31,1,C16,2018-05-23,2
1397,1,36,1,C11,2019-04-07,3
1398,1,32,1,C18,2018-09-19,2
1399,1,36,2,C16,2020-07-17,2
1400,0,39,2,C4,2020-02-03,2
1401,1,32,1,C4,2020-06-09,3
1402,1,33,0,C6,2018-02-18,1
1403,0,36,0,C1,2018-06-29,2
1405,0,31,1,C12,2019-07-07,3
1406,0,32,1,C28,2016-04-27,1
1407,0,26,1,C26,2019-09-12,1
1409,1,33,1,C5,2019-07-07,3
1410,0,24,2,C5,2020-03-07,1
1411,0,39,0,C8,2019-11-15,3
1412,0,34,1,C12,2020-11-28,3
1413,0,26,2,C29,2018-05-21,1
1414,1,29,1,C29,2017-06-11,1
1415,0,29,1,C20,2019-01-11,1
1416,1,32,1,C17,2020-09-28,1
1417,0,38,2,C20,2019-08-15,1
1418,0,31,2,C17,2018-01-12,1
1419,0,34,0,C23,2020-10-07,1
1421,0,26,1,C21,2020-06-28,3
1422,1,30,2,C12,2018-08-25,2
1424,0,31,0,C24,2018-10-08,2
1425,0,26,0,C16,2018-01-28,1
1426,0,35,1,C1,2017-06-11,1
1428,0,26,0,C2,2020-07-08,3
1429,1,32,1,C7,2018-12-09,1
1430,1,31,0,C6,2020-02-01,2
1431,1,37,1,C7,2018-11-18,2
1432,0,32,0,C26,2018-10-13,1
1433,0,25,0,C16,2020-07-31,3
1434,0,37,1,C21,2020-09-28,3
1435,1,25,2,C15,2019-02-01,1
1436,0,25,0,C8,2020-01-30,2
1437,1,34,2,C3,2019-11-28,2
1438,0,37,0,C10,2020-09-28,3
1439,1,31,1,C7,2019-01-13,1
1441,0,28,1,C10,2019-11-15,2
1442,0,27,0,C13,2019-11-11,2
1443,1,36,1,C26,2018-03-10,2
1444,1,29,2,C6,2017-03-11,1
1446,1,37,2,C8,2015-09-02,2
1447,0,44,2,C29,2020-05-06,3
1448,1,36,0,C8,2020-11-28,2
1449,1,25,0,C10,2019-11-16,1
1450,1,30,1,C6,2018-07-12,2
1451,1,25,1,C25,2018-08-08,1
1452,0,30,2,C24,2020-01-14,1
1453,0,30,0,C20,2018-09-28,1
1454,0,33,2,C3,2020-04-17,3
1455,0,30,1,C17,2020-11-01,2
1456,0,32,1,C9,2019-02-12,2
1457,0,35,1,C12,2020-12-07,3
1458,1,27,2,C17,2018-01-09,2
1459,0,34,2,C25,2018-10-09,2
1461,0,44,0,C10,2015-09-24,2
1462,1,26,2,C18,2020-10-16,2
1463,0,41,1,C2,2018-08-25,1
1464,1,47,2,C25,2018-07-07,1
1465,0,34,0,C17,2018-03-12,3
1466,0,41,1,C2,2019-05-01,2
1468,0,30,1,C20,2020-01-09,3
1469,0,27,0,C9,2019-08-30,1
1470,0,29,0,C28,2018-02-17,1
1471,0,35,1,C27,2016-05-27,1
1472,1,40,2,C22,2014-07-18,2
1473,0,41,0,C26,2018-07-17,3
1474,0,27,1,C27,2019-10-17,2
1475,0,27,1,C21,2020-01-02,3
1476,0,33,1,C14,2020-06-13,2
1477,0,29,2,C8,2019-06-07,4
1479,0,36,0,C5,2020-06-02,3
1480,1,29,0,C25,2018-11-12,2
1481,1,35,1,C2,2019-06-01,1
1482,1,38,1,C27,2020-11-04,3
1483,1,23,2,C13,2018-07-07,1
1484,0,44,0,C2,2014-09-14,2
1485,0,25,1,C21,2020-03-29,1
1486,1,43,0,C15,2016-09-12,1
1487,0,29,2,C26,2018-12-28,1
1489,0,29,1,C8,2020-08-18,2
1490,1,38,0,C21,2020-03-20,2
1491,0,25,1,C20,2020-04-18,2
1492,0,42,0,C1,2020-04-10,3
1493,0,26,2,C19,2019-07-21,1
1494,1,32,0,C18,2018-09-05,1
1495,0,29,2,C22,2020-06-29,2
1498,1,28,0,C12,2020-04-05,2
1500,0,31,2,C18,2020-06-13,3
1501,0,38,2,C5,2020-11-17,3
1502,1,35,2,C21,2019-09-28,2
1504,0,48,2,C8,2018-02-03,2
1505,1,26,1,C22,2020-03-07,3
1506,1,31,1,C14,2019-08-15,1
1507,1,39,2,C19,2018-10-28,2
1508,0,32,0,C23,2013-07-21,2
1509,0,33,1,C27,2019-07-20,2
1510,1,26,1,C16,2017-07-14,1
1512,0,31,1,C23,2019-05-05,2
1513,1,24,0,C28,2018-06-07,1
1514,0,32,0,C20,2020-01-08,3
1515,0,35,2,C24,2020-10-31,3
1516,1,34,2,C12,2019-07-07,2
1517,1,41,2,C11,2015-09-20,1
1518,1,36,2,C15,2020-01-09,3
1520,0,31,2,C5,2013-10-30,1
1521,0,31,1,C20,2020-07-12,1
1522,1,30,2,C6,2020-08-05,2
1523,1,28,2,C2,2020-03-01,1
1524,1,35,0,C13,2018-09-24,2
1525,1,28,0,C13,2018-08-17,2
1526,0,32,2,C1,2016-12-24,1
1527,0,31,2,C5,2020-08-05,2
1528,0,42,2,C25,2018-11-30,2
1529,1,37,0,C5,2020-07-11,1
1530,0,26,2,C20,2020-07-25,1
1531,0,31,2,C25,2017-01-21,2
1532,0,36,1,C2,2019-09-15,2
1533,1,32,0,C22,2020-09-21,3
1534,1,29,0,C26,2020-02-23,3
1536,0,27,2,C15,2019-07-19,1
1540,0,31,2,C5,2016-04-29,1
1541,0,40,0,C4,2020-05-15,1
1542,1,39,0,C6,2018-11-13,1
1543,0,44,1,C4,2018-06-18,1
1544,0,37,1,C13,2019-10-31,2
1547,1,33,2,C13,2020-02-01,2
1548,0,27,1,C20,2018-10-19,1
1549,1,34,1,C21,2015-08-30,1
1550,0,30,1,C2,2020-03-10,2
1553,1,44,0,C1,2019-06-23,1
1555,0,28,1,C23,2018-06-23,1
1556,1,30,0,C26,2020-08-06,1
1557,0,32,2,C12,2019-05-23,1
1558,0,30,0,C22,2018-09-29,2
1559,1,38,2,C14,2018-06-25,1
1560,0,35,1,C7,2015-08-13,1
1561,0,31,0,C25,2019-11-15,1
1562,1,25,2,C17,2018-10-06,1
1563,1,41,2,C27,2019-06-21,2
1565,1,35,1,C9,2018-10-23,1
1566,1,31,0,C6,2020-06-28,3
1567,0,36,1,C22,2019-07-29,3
1568,0,34,1,C20,2020-11-12,2
1569,0,23,2,C21,2018-05-13,1
1570,1,33,2,C21,2019-10-31,2
1571,0,23,2,C16,2019-09-28,1
1572,0,30,0,C8,2019-06-06,2
1573,1,29,1,C8,2015-07-30,1
1574,0,27,0,C14,2019-06-28,2
1575,0,34,2,C15,2019-08-30,3
1576,0,28,2,C26,2020-04-04,3
1577,1,31,0,C24,2019-09-17,2
1578,0,41,2,C13,2018-05-10,2
1579,0,23,0,C10,2019-10-12,1
1580,0,27,0,C27,2019-05-09,2
1581,0,29,0,C15,2019-06-30,1
1582,0,39,1,C3,2018-08-31,2
1583,1,27,0,C16,2018-07-05,1
1585,0,47,1,C7,2013-06-16,2
1586,1,30,0,C6,2020-09-20,2
1587,1,46,0,C20,2018-02-17,2
1588,0,40,1,C5,2015-09-20,1
1589,0,38,2,C15,2018-10-26,3
1590,1,31,0,C17,2020-05-06,2
1591,0,28,1,C19,2018-12-16,2
1592,1,25,2,C29,2020-03-05,1
1593,0,27,0,C28,2020-11-23,2
1594,0,33,1,C20,2020-07-31,3
1595,0,28,1,C22,2018-04-08,1
1597,1,38,1,C17,2015-05-31,2
1598,0,34,2,C20,2019-04-10,4
1599,1,29,2,C9,2020-04-07,3
1600,0,36,2,C14,2019-08-13,3
1601,0,31,0,C12,2019-08-29,2
1602,0,38,0,C10,2018-12-09,1
1603,1,28,2,C20,2018-10-14,1
1605,0,42,0,C16,2020-05-05,1
1606,1,42,1,C12,2014-08-22,1
1607,0,26,2,C15,2020-10-01,3
1609,1,22,0,C5,2019-11-29,1
