reporting_date,driver_id,age,gender,city,education_level,income,joining_date,last_working_date,joining_designation,grade,total_business_value,quarterly_rating,is_churned,tenure_months,prev_income,prev_bv,prev_rating,income_change_pct,bv_change_pct,rating_change,health_score,health_category
2020-07-01,528,33,0,C10,0,51086,2020-11-03,,2,2,250550,1,0,-3,51086.0,1590050.0,3.0,0.0,-84.24263387943776,-2.0,12.5,At Risk
2020-08-01,528,34,0,C10,0,51086,2020-11-03,,2,2,0,1,0,-2,51086.0,250550.0,1.0,0.0,-100.0,0.0,20.0,At Risk
2020-09-01,528,34,0,C10,0,51086,2020-11-03,2020-04-09,2,2,0,1,1,-1,51086.0,0.0,1.0,0.0,0.0,0.0,32.5,At Risk
2019-01-01,529,32,1,C9,0,12934,2018-11-30,,2,2,183800,1,0,3,,,,0.0,0.0,0.0,34.38,At Risk
2019-02-01,529,32,1,C9,0,12934,2018-11-30,,2,2,-103570,1,0,4,12934.0,183800.0,1.0,0.0,-156.3492927094668,0.0,22.5,At Risk
2019-03-01,529,32,1,C9,0,12934,2018-11-30,,2,2,101020,1,0,5,12934.0,-103570.0,1.0,0.0,0.0,0.0,35.62,Watch List
2019-04-01,529,32,1,C9,0,12934,2018-11-30,2019-03-31,2,2,0,1,1,6,12934.0,101020.0,1.0,0.0,-100.0,0.0,23.75,At Risk
2020-03-01,530,37,0,C28,2,31137,2020-03-14,,1,1,0,1,0,1,,,,0.0,0.0,0.0,33.12,At Risk
2020-04-01,530,37,0,C28,2,31137,2020-03-14,,1,1,0,1,0,2,31137.0,0.0,1.0,0.0,0.0,0.0,33.75,At Risk
2020-05-01,530,37,0,C28,2,31137,2020-03-14,2020-08-05,1,1,0,1,1,3,31137.0,0.0,1.0,0.0,0.0,0.0,34.38,At Risk
2020-09-01,531,35,0,C8,2,68045,2020-06-09,,2,2,0,1,0,4,,,,0.0,0.0,0.0,35.0,Watch List
2020-10-01,531,35,0,C8,2,68045,2020-06-09,,2,2,0,2,0,5,68045.0,0.0,1.0,0.0,0.0,1.0,46.04,Watch List
2020-11-01,531,35,0,C8,2,68045,2020-06-09,,2,2,273960,2,0,6,68045.0,0.0,2.0,0.0,0.0,0.0,42.92,Watch List
2020-12-01,531,35,0,C8,2,68045,2020-06-09,,2,2,386520,2,0,7,68045.0,273960.0,2.0,0.0,41.086289969338594,0.0,53.81,Stable
2019-10-01,532,35,0,C26,0,61243,2019-10-25,,1,1,0,1,0,1,,,,0.0,0.0,0.0,33.12,At Risk
2019-11-01,532,35,0,C26,0,61243,2019-10-25,,1,1,0,1,0,2,61243.0,0.0,1.0,0.0,0.0,0.0,33.75,At Risk
2019-12-01,532,36,0,C26,0,61243,2019-10-25,,1,1,0,1,0,3,61243.0,0.0,1.0,0.0,0.0,0.0,34.38,At Risk
2020-01-01,532,36,0,C26,0,61243,2019-10-25,,1,1,101230,2,0,4,61243.0,0.0,1.0,0.0,0.0,1.0,45.42,Watch List
2020-02-01,532,36,0,C26,0,61243,2019-10-25,,1,1,450130,2,0,5,61243.0,101230.0,2.0,0.0,344.66067371332605,0.0,54.79,Stable
2020-03-01,532,36,0,C26,0,61243,2019-10-25,,1,1,1203140,2,0,6,61243.0,450130.0,2.0,0.0,167.2872281340946,0.0,55.42,Stable
2020-04-01,532,36,0,C26,0,61243,2019-10-25,,1,1,144580,2,0,7,61243.0,1203140.0,2.0,0.0,-87.98311085991655,0.0,31.04,At Risk
2020-05-01,532,36,0,C26,0,61243,2019-10-25,,1,1,398830,2,0,8,61243.0,144580.0,2.0,0.0,175.8541983676857,0.0,56.67,Stable
2020-06-01,532,36,0,C26,0,61243,2019-10-25,,1,1,359580,2,0,9,61243.0,398830.0,2.0,0.0,-9.841285760850488,0.0,42.33,Watch List
2020-07-01,532,36,0,C26,0,61243,2019-10-25,,1,1,120800,2,0,10,61243.0,359580.0,2.0,0.0,-66.40525057010957,0.0,32.92,At Risk
2020-08-01,532,36,0,C26,0,61243,2019-10-25,,1,1,241740,2,0,11,61243.0,120800.0,2.0,0.0,100.11589403973511,0.0,58.54,Stable
2020-09-01,532,36,0,C26,0,61243,2019-10-25,,1,1,577790,2,0,12,61243.0,241740.0,2.0,0.0,139.0129891619095,0.0,59.17,Stable
2020-10-01,532,36,0,C26,0,61243,2019-10-25,,1,1,790430,3,0,13,61243.0,577790.0,2.0,0.0,36.80229841291819,1.0,66.91,Stable
2020-11-01,532,36,0,C26,0,61243,2019-10-25,,1,1,193000,3,0,14,61243.0,790430.0,3.0,0.0,-75.5829105676657,0.0,42.08,Watch List
2020-12-01,532,37,0,C26,0,61243,2019-10-25,,1,1,600540,3,0,15,61243.0,193000.0,3.0,0.0,211.16062176165804,0.0,67.71,Stable
2019-06-01,533,35,0,C1,1,35731,2019-06-24,,1,1,0,1,0,1,,,,0.0,0.0,0.0,33.12,At Risk
2019-07-01,533,35,0,C1,1,35731,2019-06-24,,1,1,0,1,0,2,35731.0,0.0,1.0,0.0,0.0,0.0,33.75,At Risk
2019-08-01,533,36,0,C1,1,35731,2019-06-24,,1,1,0,1,0,3,35731.0,0.0,1.0,0.0,0.0,0.0,34.38,At Risk
2019-09-01,533,36,0,C1,1,35731,2019-06-24,,1,1,200000,1,0,4,35731.0,0.0,1.0,0.0,0.0,0.0,35.0,Watch List
2019-10-01,533,36,0,C1,1,35731,2019-06-24,2019-10-18,1,1,0,1,1,5,35731.0,200000.0,1.0,0.0,-100.0,0.0,23.12,At Risk
2020-11-01,534,28,0,C10,0,87872,2020-11-23,,3,3,0,1,0,1,,,,0.0,0.0,0.0,33.12,At Risk
2020-12-01,534,28,0,C10,0,87872,2020-11-23,,3,3,0,1,0,2,87872.0,0.0,1.0,0.0,0.0,0.0,33.75,At Risk
2019-01-01,535,38,0,C27,1,77182,2015-06-09,,1,4,1178780,2,0,44,,,,0.0,0.0,0.0,54.17,Stable
2019-02-01,535,38,0,C27,1,77182,2015-06-09,,1,4,741550,2,0,45,77182.0,1178780.0,2.0,0.0,-37.09173891650689,0.0,44.89,Watch List
2019-03-01,535,38,0,C27,1,77182,2015-06-09,,1,4,3075690,2,0,46,77182.0,741550.0,2.0,0.0,314.76501921650595,0.0,66.67,Stable
2019-04-01,535,38,0,C27,1,77182,2015-06-09,,1,4,120140,2,0,47,77182.0,3075690.0,2.0,0.0,-96.09388462426317,0.0,41.67,Watch List
2019-05-01,535,38,0,C27,1,77182,2015-06-09,,1,4,596450,2,0,48,77182.0,120140.0,2.0,0.0,396.4624604627934,0.0,66.67,Stable
2019-06-01,535,38,0,C27,1,77182,2015-06-09,,1,4,299740,2,0,49,77182.0,596450.0,2.0,0.0,-49.745997149803,0.0,41.73,Watch List
2019-07-01,535,38,0,C27,1,77182,2015-06-09,,1,4,414310,2,0,50,77182.0,299740.0,2.0,0.0,38.223126709815176,0.0,63.72,Stable
2019-08-01,535,38,0,C27,1,77182,2015-06-09,,1,4,691550,2,0,51,77182.0,414310.0,2.0,0.0,66.9160773333977,0.0,66.67,Stable
2019-09-01,535,38,0,C27,1,77182,2015-06-09,,1,4,793480,2,0,52,77182.0,691550.0,2.0,0.0,14.739353625912804,0.0,57.85,Stable
2019-10-01,535,38,0,C27,1,77182,2015-06-09,,1,4,424030,2,0,53,77182.0,793480.0,2.0,0.0,-46.56071986691536,0.0,42.53,Watch List
2019-11-01,535,38,0,C27,1,77182,2015-06-09,,1,4,164950,2,0,54,77182.0,424030.0,2.0,0.0,-61.09945051057708,0.0,41.67,Watch List
2019-12-01,535,38,0,C27,1,77182,2015-06-09,,1,4,738150,2,0,55,77182.0,164950.0,2.0,0.0,347.4992421946044,0.0,66.67,Stable
2020-01-01,535,39,0,C27,1,77182,2015-06-09,,1,4,1303930,2,0,56,77182.0,738150.0,2.0,0.0,76.64837770100928,0.0,66.67,Stable
2020-02-01,535,39,0,C27,1,77182,2015-06-09,,1,4,675380,2,0,57,77182.0,1303930.0,2.0,0.0,-48.204274769351116,0.0,42.12,Watch List
2020-03-01,535,39,0,C27,1,77182,2015-06-09,,1,4,2270980,2,0,58,77182.0,675380.0,2.0,0.0,236.25218395569902,0.0,66.67,Stable
2020-04-01,535,39,0,C27,1,77182,2015-06-09,,1,4,1473470,2,0,59,77182.0,2270980.0,2.0,0.0,-35.1174382865547,0.0,45.39,Watch List
2020-05-01,535,39,0,C27,1,77182,2015-06-09,,1,4,423400,2,0,60,77182.0,1473470.0,2.0,0.0,-71.26510889261404,0.0,41.67,Watch List
2020-06-01,535,39,0,C27,1,77182,2015-06-09,,1,4,412160,2,0,61,77182.0,423400.0,2.0,0.0,-2.6547000472366555,0.0,53.5,Stable
2020-07-01,535,39,0,C27,1,77182,2015-06-09,,1,4,438340,1,0,62,77182.0,412160.0,2.0,0.0,6.351902173913043,-1.0,45.34,Watch List
2020-08-01,535,39,0,C27,1,77182,2015-06-09,,1,4,0,1,0,63,77182.0,438340.0,1.0,0.0,-100.0,0.0,35.0,Watch List
2020-09-01,535,39,0,C27,1,77182,2015-06-09,,1,4,450090,1,0,64,77182.0,0.0,1.0,0.0,0.0,0.0,47.5,Watch List
2020-10-01,535,39,0,C27,1,77182,2015-06-09,,1,4,0,1,0,65,77182.0,450090.0,1.0,0.0,-100.0,0.0,35.0,Watch List
2020-11-01,535,39,0,C27,1,77182,2015-06-09,2020-11-25,1,4,557750,1,1,66,77182.0,0.0,1.0,0.0,0.0,0.0,47.5,Watch List
2019-07-01,536,27,0,C26,2,35112,2019-07-21,,1,1,0,1,0,1,,,,0.0,0.0,0.0,33.12,At Risk
2019-08-01,536,27,0,C26,2,35112,2019-07-21,,1,1,0,1,0,2,35112.0,0.0,1.0,0.0,0.0,0.0,33.75,At Risk
2019-09-01,536,27,0,C26,2,35112,2019-07-21,,1,1,200140,1,0,3,35112.0,0.0,1.0,0.0,0.0,0.0,34.38,At Risk
2019-10-01,536,27,0,C26,2,35112,2019-07-21,,1,1,150060,2,0,4,35112.0,200140.0,1.0,0.0,-25.022484261017286,1.0,39.16,Watch List
2019-11-01,536,28,0,C26,2,35112,2019-07-21,,1,1,0,2,0,5,35112.0,150060.0,2.0,0.0,-100.0,0.0,29.79,At Risk
2019-12-01,536,28,0,C26,2,35112,2019-07-21,2019-12-26,1,1,630520,2,1,6,35112.0,0.0,2.0,0.0,0.0,0.0,42.92,Watch List
2019-12-01,537,34,1,C29,1,76868,2019-06-12,,2,2,0,1,0,7,,,,0.0,0.0,0.0,36.88,Watch List
2020-01-01,537,35,1,C29,1,76868,2019-06-12,,2,2,1914780,4,0,8,76868.0,0.0,1.0,0.0,0.0,3.0,65.0,Stable
2020-02-01,537,35,1,C29,1,76868,2019-06-12,,2,2,3343490,4,0,9,76868.0,1914780.0,4.0,0.0,74.6148382581811,0.0,70.62,Healthy
2020-03-01,537,35,1,C29,1,76868,2019-06-12,,2,2,5931040,4,0,10,76868.0,3343490.0,4.0,0.0,77.39069056584586,0.0,71.25,Healthy
2020-04-01,537,35,1,C29,1,76868,2019-06-12,,2,2,499040,4,0,11,76868.0,5931040.0,4.0,0.0,-91.58596131538482,0.0,46.88,Watch List
2020-05-01,537,35,1,C29,1,76868,2019-06-12,,2,2,1168740,4,0,12,76868.0,499040.0,4.0,0.0,134.197659506252,0.0,72.5,Healthy
2020-06-01,537,35,1,C29,1,76868,2019-06-12,,2,2,1391140,4,0,13,76868.0,1168740.0,4.0,0.0,19.029039820661566,0.0,65.38,Stable
2020-07-01,537,35,1,C29,1,76868,2019-06-12,,2,2,2244810,4,0,14,76868.0,1391140.0,4.0,0.0,61.36477996463332,0.0,73.75,Healthy
2020-08-01,537,35,1,C29,1,76868,2019-06-12,,2,2,702490,4,0,15,76868.0,2244810.0,4.0,0.0,-68.70603748201407,0.0,49.38,Watch List
2020-09-01,537,35,1,C29,1,76868,2019-06-12,,2,2,1808530,4,0,16,76868.0,702490.0,4.0,0.0,157.44565758943187,0.0,75.0,Healthy
2020-10-01,537,35,1,C29,1,84554,2019-06-12,,2,3,627030,4,0,17,76868.0,1808530.0,4.0,9.998959254826456,-65.32930059219366,0.0,53.12,Stable
2020-11-01,537,35,1,C29,1,84554,2019-06-12,,2,3,804240,4,0,18,84554.0,627030.0,4.0,0.0,28.261805655231807,0.0,70.82,Healthy
2020-12-01,537,35,1,C29,1,84554,2019-06-12,,2,3,2941090,4,0,19,84554.0,804240.0,4.0,0.0,265.6980503332339,0.0,76.88,Healthy
2019-11-01,538,25,1,C23,1,29698,2019-10-11,,1,1,0,1,0,2,,,,0.0,0.0,0.0,33.75,At Risk
2019-12-01,538,25,1,C23,1,29698,2019-10-11,,1,1,0,1,0,3,29698.0,0.0,1.0,0.0,0.0,0.0,34.38,At Risk
2020-01-01,538,25,1,C23,1,29698,2019-10-11,,1,1,618920,3,0,4,29698.0,0.0,1.0,0.0,0.0,2.0,55.83,Stable
2020-02-01,538,25,1,C23,1,29698,2019-10-11,,1,1,926170,3,0,5,29698.0,618920.0,3.0,0.0,49.642926387901504,0.0,61.37,Stable
2020-03-01,538,25,1,C23,1,29698,2019-10-11,,1,1,846950,3,0,6,29698.0,926170.0,3.0,0.0,-8.553505296003973,0.0,47.44,Watch List
2020-04-01,538,25,1,C23,1,29698,2019-10-11,,1,1,0,2,0,7,29698.0,846950.0,3.0,0.0,-100.0,-1.0,27.29,At Risk
2020-05-01,538,25,1,C23,1,29698,2019-10-11,,1,1,150120,2,0,8,29698.0,0.0,2.0,0.0,0.0,0.0,44.17,Watch List
2020-06-01,538,25,1,C23,1,29698,2019-10-11,,1,1,451420,2,0,9,29698.0,150120.0,2.0,0.0,200.70610178523847,0.0,57.29,Stable
2020-07-01,538,26,1,C23,1,29698,2019-10-11,,1,1,301240,2,0,10,29698.0,451420.0,2.0,0.0,-33.26835319657968,0.0,37.1,Watch List
2020-08-01,538,26,1,C23,1,29698,2019-10-11,,1,1,300180,2,0,11,29698.0,301240.0,2.0,0.0,-0.35187890054441645,0.0,45.95,Watch List
2020-09-01,538,26,1,C23,1,29698,2019-10-11,,1,1,150120,2,0,12,29698.0,300180.0,2.0,0.0,-49.99000599640216,0.0,34.17,At Risk
2020-10-01,538,26,1,C23,1,29698,2019-10-11,,1,1,188660,2,0,13,29698.0,150120.0,2.0,0.0,25.67279509725553,0.0,53.71,Stable
2020-11-01,538,26,1,C23,1,29698,2019-10-11,,1,1,573690,2,0,14,29698.0,188660.0,2.0,0.0,204.0867168451182,0.0,60.42,Stable
2020-12-01,538,26,1,C23,1,29698,2019-10-11,,1,1,0,2,0,15,29698.0,573690.0,2.0,0.0,-100.0,0.0,36.04,Watch List
2019-01-01,539,36,0,C24,0,109296,2016-06-20,2019-01-19,2,3,0,1,1,32,,,,0.0,0.0,0.0,47.5,Watch List
2020-12-01,540,29,0,C14,0,96233,2020-05-12,,3,3,0,1,0,8,,,,0.0,0.0,0.0,37.5,Watch List
2019-01-01,541,26,0,C1,2,71812,2017-10-02,,1,2,0,1,0,16,,,,0.0,0.0,0.0,42.5,Watch List
2019-02-01,541,26,0,C1,2,71812,2017-10-02,,1,2,272170,1,0,17,71812.0,0.0,1.0,0.0,0.0,0.0,43.12,Watch List
2019-03-01,541,26,0,C1,2,71812,2017-10-02,,1,2,385400,1,0,18,71812.0,272170.0,1.0,0.0,41.60267479883896,0.0,54.15,Stable
2019-04-01,541,26,0,C1,2,71812,2017-10-02,,1,2,50000,1,0,19,71812.0,385400.0,1.0,0.0,-87.02646600934094,0.0,31.87,At Risk
2019-05-01,541,26,0,C1,2,71812,2017-10-02,,1,2,104380,1,0,20,71812.0,50000.0,1.0,0.0,108.75999999999999,0.0,57.5,Stable
2019-06-01,541,26,0,C1,2,71812,2017-10-02,,1,2,0,1,0,21,71812.0,104380.0,1.0,0.0,-100.0,0.0,33.13,At Risk
2019-07-01,541,26,0,C1,2,71812,2017-10-02,,1,2,210210,2,0,22,71812.0,0.0,1.0,0.0,0.0,1.0,56.67,Stable
2019-08-01,541,26,0,C1,2,71812,2017-10-02,,1,2,41000,2,0,23,71812.0,210210.0,2.0,0.0,-80.49569478140907,0.0,41.04,Watch List
2019-09-01,541,27,0,C1,2,71812,2017-10-02,,1,2,601820,2,0,24,71812.0,41000.0,2.0,0.0,1367.8536585365853,0.0,66.67,Stable
2019-10-01,541,27,0,C1,2,71812,2017-10-02,,1,2,200000,2,0,25,71812.0,601820.0,2.0,0.0,-66.76747200159517,0.0,41.67,Watch List
2019-11-01,541,27,0,C1,2,71812,2017-10-02,,1,2,350350,2,0,26,71812.0,200000.0,2.0,0.0,75.175,0.0,66.67,Stable
2019-12-01,541,27,0,C1,2,71812,2017-10-02,,1,2,410970,2,0,27,71812.0,350350.0,2.0,0.0,17.302697302697304,0.0,58.49,Stable
2020-01-01,541,27,0,C1,2,71812,2017-10-02,,1,2,508920,2,0,28,71812.0,410970.0,2.0,0.0,23.833856485874882,0.0,60.13,Stable
2020-02-01,541,27,0,C1,2,71812,2017-10-02,,1,2,200000,2,0,29,71812.0,508920.0,2.0,0.0,-60.70109250962823,0.0,41.67,Watch List
2020-03-01,541,27,0,C1,2,71812,2017-10-02,,1,2,1748110,2,0,30,71812.0,200000.0,2.0,0.0,774.055,0.0,66.67,Stable
2020-04-01,541,27,0,C1,2,71812,2017-10-02,,1,2,0,1,0,31,71812.0,1748110.0,2.0,0.0,-100.0,-1.0,31.25,At Risk
2020-05-01,541,27,0,C1,2,71812,2017-10-02,,1,2,0,1,0,32,71812.0,0.0,1.0,0.0,0.0,0.0,47.5,Watch List
2020-06-01,541,27,0,C1,2,71812,2017-10-02,,1,2,0,1,0,33,71812.0,0.0,1.0,0.0,0.0,0.0,47.5,Watch List
2020-07-01,541,27,0,C1,2,71812,2017-10-02,,1,2,0,1,0,34,71812.0,0.0,1.0,0.0,0.0,0.0,47.5,Watch List
2020-08-01,541,27,0,C1,2,71812,2017-10-02,2020-07-29,1,2,0,1,1,35,71812.0,0.0,1.0,0.0,0.0,0.0,47.5,Watch List
2019-07-01,542,43,0,C8,1,43720,2019-04-07,,2,2,0,1,0,4,,,,0.0,0.0,0.0,35.0,Watch List
2019-08-01,542,43,0,C8,1,43720,2019-04-07,,2,2,0,1,0,5,43720.0,0.0,1.0,0.0,0.0,0.0,35.62,Watch List
2019-09-01,542,43,0,C8,1,43720,2019-04-07,,2,2,275290,1,0,6,43720.0,0.0,1.0,0.0,0.0,0.0,36.25,Watch List
2019-10-01,542,43,0,C8,1,43720,2019-04-07,,2,2,0,2,0,7,43720.0,275290.0,1.0,0.0,-100.0,1.0,34.79,At Risk
2019-11-01,542,44,0,C8,1,43720,2019-04-07,,2,2,500000,2,0,8,43720.0,0.0,2.0,0.0,0.0,0.0,44.17,Watch List
2019-12-01,542,44,0,C8,1,43720,2019-04-07,,2,2,600000,2,0,9,43720.0,500000.0,2.0,0.0,20.0,0.0,49.79,Watch List
2020-01-01,542,44,0,C8,1,43720,2019-04-07,,2,2,400670,1,0,10,43720.0,600000.0,2.0,0.0,-33.221666666666664,-1.0,26.69,At Risk
2020-02-01,542,44,0,C8,1,43720,2019-04-07,,2,2,291360,1,0,11,43720.0,400670.0,1.0,0.0,-27.281802980008486,0.0,32.55,At Risk
2020-03-01,542,44,0,C8,1,43720,2019-04-07,,2,2,241320,1,0,12,43720.0,291360.0,1.0,0.0,-17.174629324546952,0.0,35.71,Watch List
2020-04-01,542,44,0,C8,1,43720,2019-04-07,2020-04-13,2,2,0,1,1,13,43720.0,241320.0,1.0,0.0,-100.0,0.0,28.12,At Risk
2020-10-01,543,29,0,C12,0,34793,2020-09-28,,3,3,0,1,0,2,,,,0.0,0.0,0.0,33.75,At Risk
2020-11-01,543,29,0,C12,0,34793,2020-09-28,,3,3,0,1,0,3,34793.0,0.0,1.0,0.0,0.0,0.0,34.38,At Risk
2020-12-01,543,29,0,C12,0,34793,2020-09-28,,3,3,0,1,0,4,34793.0,0.0,1.0,0.0,0.0,0.0,35.0,Watch List
2019-01-01,544,42,0,C14,2,50345,2015-07-23,,1,2,987650,3,0,43,,,,0.0,0.0,0.0,60.83,Stable
2019-02-01,544,42,0,C14,2,50345,2015-07-23,,1,2,893950,3,0,44,50345.0,987650.0,3.0,0.0,-9.487166506353466,0.0,58.46,Stable
2019-03-01,544,42,0,C14,2,50345,2015-07-23,,1,2,2732940,3,0,45,50345.0,893950.0,3.0,0.0,205.7150847362828,0.0,73.33,Healthy
2019-04-01,544,42,0,C14,2,50345,2015-07-23,,1,2,338030,2,0,46,50345.0,2732940.0,3.0,0.0,-87.63126888991343,-1.0,37.92,Watch List
2019-05-01,544,42,0,C14,2,50345,2015-07-23,,1,2,214120,2,0,47,50345.0,338030.0,2.0,0.0,-36.6565097772387,0.0,45.0,Watch List
2019-06-01,544,42,0,C14,2,50345,2015-07-23,,1,2,284060,2,0,48,50345.0,214120.0,2.0,0.0,32.663926770035495,0.0,62.33,Stable
2019-07-01,544,42,0,C14,2,50345,2015-07-23,,1,2,367420,2,0,49,50345.0,284060.0,2.0,0.0,29.345912835316483,0.0,61.5,Stable
2019-08-01,544,42,0,C14,2,50345,2015-07-23,,1,2,387480,2,0,50,50345.0,367420.0,2.0,0.0,5.459691905720973,0.0,55.53,Stable
2019-09-01,544,42,0,C14,2,50345,2015-07-23,,1,2,249380,2,0,51,50345.0,387480.0,2.0,0.0,-35.64054918963559,0.0,45.26,Watch List
2019-10-01,544,42,0,C14,2,50345,2015-07-23,,1,2,154080,1,0,52,50345.0,249380.0,2.0,0.0,-38.214772636137624,-1.0,34.2,At Risk
2019-11-01,544,43,0,C14,2,50345,2015-07-23,,1,2,0,1,0,53,50345.0,154080.0,1.0,0.0,-100.0,0.0,35.0,Watch List
2019-12-01,544,43,0,C14,2,50345,2015-07-23,,1,2,0,1,0,54,50345.0,0.0,1.0,0.0,0.0,0.0,47.5,Watch List
2020-01-01,544,43,0,C14,2,50345,2015-07-23,,1,2,846260,2,0,55,50345.0,0.0,1.0,0.0,0.0,1.0,57.92,Stable
2020-02-01,544,43,0,C14,2,50345,2015-07-23,,1,2,472650,2,0,56,50345.0,846260.0,2.0,0.0,-44.14837047715832,0.0,43.13,Watch List
2020-03-01,544,43,0,C14,2,50345,2015-07-23,,1,2,1491570,2,0,57,50345.0,472650.0,2.0,0.0,215.57600761662962,0.0,66.67,Stable
2020-04-01,544,43,0,C14,2,50345,2015-07-23,,1,2,0,4,0,58,50345.0,1491570.0,2.0,0.0,-100.0,2.0,62.5,Stable
2020-05-01,544,43,0,C14,2,50345,2015-07-23,,1,2,2970850,4,0,59,50345.0,0.0,4.0,0.0,0.0,0.0,67.5,Stable
2020-06-01,544,43,0,C14,2,50345,2015-07-23,,1,2,188560,4,0,60,50345.0,2970850.0,4.0,0.0,-93.65299493410977,0.0,55.0,Stable
2020-07-01,544,43,0,C14,2,50345,2015-07-23,,1,2,1142360,2,0,61,50345.0,188560.0,4.0,0.0,505.83368689011456,-2.0,59.17,Stable
2020-08-01,544,43,0,C14,2,50345,2015-07-23,,1,2,0,2,0,62,50345.0,1142360.0,2.0,0.0,-100.0,0.0,41.67,Watch List
2020-09-01,544,43,0,C14,2,50345,2015-07-23,2020-09-25,1,2,0,2,1,63,50345.0,0.0,2.0,0.0,0.0,0.0,54.17,Stable
2019-01-01,545,29,1,C26,1,62542,2018-10-11,2019-01-25,2,2,0,1,1,4,,,,0.0,0.0,0.0,35.0,Watch List
2020-09-01,546,35,1,C14,2,20993,2020-09-21,,1,1,0,1,0,1,,,,0.0,0.0,0.0,33.12,At Risk
2020-10-01,546,35,1,C14,2,20993,2020-09-21,,1,1,0,1,0,2,20993.0,0.0,1.0,0.0,0.0,0.0,33.75,At Risk
2020-11-01,546,36,1,C14,2,20993,2020-09-21,,1,1,0,1,0,3,20993.0,0.0,1.0,0.0,0.0,0.0,34.38,At Risk
2020-12-01,546,36,1,C14,2,20993,2020-09-21,,1,1,195960,1,0,4,20993.0,0.0,1.0,0.0,0.0,0.0,35.0,Watch List
2020-09-01,547,27,0,C19,0,34536,2020-04-09,,2,2,0,1,0,6,,,,0.0,0.0,0.0,36.25,Watch List
2020-10-01,547,28,0,C19,0,34536,2020-04-09,,2,2,0,2,0,7,34536.0,0.0,1.0,0.0,0.0,1.0,47.29,Watch List
2020-11-01,547,28,0,C19,0,34536,2020-04-09,,2,2,261600,2,0,8,34536.0,0.0,2.0,0.0,0.0,0.0,44.17,Watch List
2020-12-01,547,28,0,C19,0,34536,2020-04-09,,2,2,990600,2,0,9,34536.0,261600.0,2.0,0.0,278.6697247706422,0.0,57.29,Stable
2020-08-01,548,31,1,C20,2,55239,2020-08-16,,3,3,0,1,0,1,,,,0.0,0.0,0.0,33.12,At Risk
2020-09-01,548,31,1,C20,2,55239,2020-08-16,,3,3,0,1,0,2,55239.0,0.0,1.0,0.0,0.0,0.0,33.75,At Risk
2020-10-01,548,31,1,C20,2,55239,2020-08-16,,3,3,0,1,0,3,55239.0,0.0,1.0,0.0,0.0,0.0,34.38,At Risk
2020-11-01,548,31,1,C20,2,55239,2020-08-16,,3,3,0,1,0,4,55239.0,0.0,1.0,0.0,0.0,0.0,35.0,Watch List
2020-12-01,548,31,1,C20,2,55239,2020-08-16,,3,3,0,1,0,5,55239.0,0.0,1.0,0.0,0.0,0.0,35.62,Watch List
2019-01-01,549,24,1,C2,1,20886,2018-11-16,2019-01-27,1,1,212640,1,1,3,,,,0.0,0.0,0.0,34.38,At Risk
2019-10-01,550,35,0,C27,1,55670,2019-10-25,,1,1,0,1,0,1,,,,0.0,0.0,0.0,33.12,At Risk
2019-11-01,550,35,0,C27,1,55670,2019-10-25,,1,1,0,1,0,2,55670.0,0.0,1.0,0.0,0.0,0.0,33.75,At Risk
2019-12-01,550,35,0,C27,1,55670,2019-10-25,,1,1,0,1,0,3,55670.0,0.0,1.0,0.0,0.0,0.0,34.38,At Risk
2020-01-01,550,35,0,C27,1,55670,2019-10-25,,1,1,0,2,0,4,55670.0,0.0,1.0,0.0,0.0,1.0,45.42,Watch List
2020-02-01,550,35,0,C27,1,55670,2019-10-25,,1,1,0,2,0,5,55670.0,0.0,2.0,0.0,0.0,0.0,42.29,Watch List
2020-03-01,550,35,0,C27,1,55670,2019-10-25,,1,1,1150680,2,0,6,55670.0,0.0,2.0,0.0,0.0,0.0,42.92,Watch List
2020-04-01,550,35,0,C27,1,55670,2019-10-25,,1,1,0,2,0,7,55670.0,1150680.0,2.0,0.0,-100.0,0.0,31.04,At Risk
2020-05-01,550,35,0,C27,1,55670,2019-10-25,,1,1,150090,2,0,8,55670.0,0.0,2.0,0.0,0.0,0.0,44.17,Watch List
2020-06-01,550,35,0,C27,1,55670,2019-10-25,,1,1,360000,2,0,9,55670.0,150090.0,2.0,0.0,139.8560863481911,0.0,57.29,Stable
2020-07-01,550,35,0,C27,1,55670,2019-10-25,,1,1,400090,2,0,10,55670.0,360000.0,2.0,0.0,11.136111111111111,0.0,48.2,Watch List
2020-08-01,550,36,0,C27,1,55670,2019-10-25,,1,1,135280,2,0,11,55670.0,400090.0,2.0,0.0,-66.18760778824765,0.0,33.54,At Risk
2020-09-01,550,36,0,C27,1,55670,2019-10-25,,1,1,300000,2,0,12,55670.0,135280.0,2.0,0.0,121.76227084565345,0.0,59.17,Stable
2020-10-01,550,36,0,C27,1,55670,2019-10-25,,1,1,417630,3,0,13,55670.0,300000.0,2.0,0.0,39.21,1.0,67.51,Stable
2020-11-01,550,36,0,C27,1,55670,2019-10-25,,1,1,400000,3,0,14,55670.0,417630.0,3.0,0.0,-4.2214400306491395,0.0,53.53,Stable
2020-12-01,550,36,0,C27,1,55670,2019-10-25,,1,1,1783680,3,0,15,55670.0,400000.0,3.0,0.0,345.92,0.0,67.71,Stable
2019-01-01,551,43,0,C13,2,84481,2018-06-16,,3,3,236100,1,0,8,,,,0.0,0.0,0.0,37.5,Watch List
